Date,Store,Product_Category,Region,Sales,Quantity
2024-03-29,Store_B,Home & Garden,North,619.03,5
2024-03-29,Store_B,Sports,South,434.52,5
2024-03-29,Store_B,Food & Beverages,West,1326.01,5
2024-03-29,Store_C,Electronics,South,1379.21,4
2024-03-29,Store_C,Clothing,North,806.27,5
2024-03-29,Store_C,Home & Garden,East,536.01,4
2024-03-29,Store_C,Sports,North,328.68,4
2024-03-29,Store_C,Food & Beverages,West,1093.08,4
2024-03-30,Store_A,Electronics,North,2138.74,7
2024-03-30,Store_A,Clothing,North,954.14,5
2024-03-30,Store_A,Home & Garden,East,748.03,6
2024-03-30,Store_A,Sports,North,445.43,5
2024-03-30,Store_A,Food & Beverages,East,1264.41,5
2024-03-30,Store_B,Electronics,North,1182.25,3
2024-03-30,Store_B,Clothing,South,693.15,4
2024-03-30,Store_B,Home & Garden,East,588.94,4
2024-03-30,Store_B,Sports,South,415.2,5
2024-03-30,Store_B,Food & Beverages,West,1174.94,4
2024-03-30,Store_C,Electronics,East,1417.77,4
2024-03-30,Store_C,Clothing,South,586.89,3
2024-03-30,Store_C,Home & Garden,West,528.27,4
2024-03-30,Store_C,Sports,South,247.61,3
2024-03-30,Store_C,Food & Beverages,East,855.08,3
2024-03-31,Store_A,Electronics,West,1715.59,5
2024-03-31,Store_A,Clothing,East,827.73,5
2024-03-31,Store_A,Home & Garden,East,772.41,6
2024-03-31,Store_A,Sports,South,424.38,5
2024-03-31,Store_A,Food & Beverages,East,1849.11,7
2024-03-31,Store_B,Electronics,East,1363.96,4
2024-03-31,Store_B,Clothing,East,687.92,4
2024-03-31,Store_B,Home & Garden,West,509.59,4
2024-03-31,Store_B,Sports,West,346.13,4
2024-03-31,Store_B,Food & Beverages,South,1232.95,5
2024-03-31,Store_C,Electronics,West,1088.88,3
2024-03-31,Store_C,Clothing,North,355.77,2
2024-03-31,Store_C,Home & Garden,West,448.69,3
2024-03-31,Store_C,Sports,North,227.69,2
2024-03-31,Store_C,Food & Beverages,East,911.13,3
2024-04-01,Store_A,Electronics,South,2077.1,6
2024-04-01,Store_A,Clothing,North,1100.29,6
2024-04-01,Store_A,Home & Garden,South,736.71,6
2024-04-01,Store_A,Sports,West,714.88,8
2024-04-01,Store_A,Food & Beverages,South,1779.06,7
2024-04-01,Store_B,Electronics,North,1667.57,5
2024-04-01,Store_B,Clothing,East,681.04,4
2024-04-01,Store_B,Home & Garden,North,611.8,5
2024-04-01,Store_B,Sports,East,453.64,5
2024-04-01,Store_B,Food & Beverages,South,1396.84,5
2024-04-01,Store_C,Electronics,South,1697.62,5
2024-04-01,Store_C,Clothing,South,634.85,3
2024-04-01,Store_C,Home & Garden,South,633.79,5
2024-04-01,Store_C,Sports,South,465.1,5
2024-04-01,Store_C,Food & Beverages,South,1145.25,4
2024-04-02,Store_A,Electronics,West,1969.06,6
2024-04-02,Store_A,Clothing,East,1126.38,7
2024-04-02,Store_A,Home & Garden,North,762.39,6
2024-04-02,Store_A,Sports,South,634.73,7
2024-04-02,Store_A,Food & Beverages,East,2060.23,8
2024-04-02,Store_B,Electronics,North,1938.1,6
2024-04-02,Store_B,Clothing,North,768.0,4
2024-04-02,Store_B,Home & Garden,East,531.94,4
2024-04-02,Store_B,Sports,North,357.49,4
2024-04-02,Store_B,Food & Beverages,West,1291.38,5
2024-04-02,Store_C,Electronics,South,1234.0,4
2024-04-02,Store_C,Clothing,West,894.16,5
2024-04-02,Store_C,Home & Garden,South,475.55,3
2024-04-02,Store_C,Sports,West,341.15,4
2024-04-02,Store_C,Food & Beverages,South,1238.37,5
2024-04-03,Store_A,Electronics,North,2201.96,7
2024-04-03,Store_A,Clothing,South,1207.43,7
2024-04-03,Store_A,Home & Garden,North,766.59,6
2024-04-03,Store_A,Sports,West,468.12,5
2024-04-03,Store_A,Food & Beverages,East,2021.24,8
2024-04-03,Store_B,Electronics,West,1584.36,5
2024-04-03,Store_B,Clothing,South,997.34,6
2024-04-03,Store_B,Home & Garden,North,605.51,5
2024-04-03,Store_B,Sports,East,454.9,5
2024-04-03,Store_B,Food & Beverages,West,907.47,3
2024-04-03,Store_C,Electronics,South,1661.57,5
2024-04-03,Store_C,Clothing,West,887.49,5
2024-04-03,Store_C,Home & Garden,West,570.5,4
2024-04-03,Store_C,Sports,North,415.63,5
2024-04-03,Store_C,Food & Beverages,South,1126.84,4
2024-04-04,Store_A,Electronics,South,2043.25,6
2024-04-04,Store_A,Clothing,East,1223.69,7
2024-04-04,Store_A,Home & Garden,North,1015.56,8
2024-04-04,Store_A,Sports,North,467.34,5
2024-04-04,Store_A,Food & Beverages,South,2289.62,9
2024-04-04,Store_B,Electronics,North,1592.78,5
2024-04-04,Store_B,Clothing,North,690.47,4
2024-04-04,Store_B,Home & Garden,South,747.58,6
2024-04-04,Store_B,Sports,West,512.66,6
2024-04-04,Store_B,Food & Beverages,North,1203.75,5
2024-04-04,Store_C,Electronics,West,1443.8,4
2024-04-04,Store_C,Clothing,East,862.8,5
2024-04-04,Store_C,Home & Garden,South,536.19,4
2024-04-04,Store_C,Sports,South,258.73,3
2024-04-04,Store_C,Food & Beverages,East,1297.61,5
2024-04-05,Store_A,Electronics,East,2384.51,7
2024-04-05,Store_A,Clothing,West,1037.17,6
2024-04-05,Store_A,Home & Garden,North,637.14,5
2024-04-05,Store_A,Sports,South,536.78,6
2024-04-05,Store_A,Food & Beverages,South,1660.38,6
2024-04-05,Store_B,Electronics,West,1500.95,5
2024-04-05,Store_B,Clothing,West,829.69,5
2024-04-05,Store_B,Home & Garden,West,700.24,5
2024-04-05,Store_B,Sports,East,460.05,5
2024-04-05,Store_B,Food & Beverages,North,834.78,3
2024-04-05,Store_C,Electronics,West,1552.99,5
2024-04-05,Store_C,Clothing,South,723.23,4
2024-04-05,Store_C,Home & Garden,East,430.65,3
2024-04-05,Store_C,Sports,East,459.63,5
2024-04-05,Store_C,Food & Beverages,East,1089.38,4
2024-04-06,Store_A,Electronics,East,1923.97,6
2024-04-06,Store_A,Clothing,West,851.99,5
2024-04-06,Store_A,Home & Garden,South,621.5,5
2024-04-06,Store_A,Sports,North,524.71,6
2024-04-06,Store_A,Food & Beverages,East,1395.79,5
2024-04-06,Store_B,Electronics,West,1083.61,3
2024-04-06,Store_B,Clothing,North,721.12,4
2024-04-06,Store_B,Home & Garden,West,558.22,4
2024-04-06,Store_B,Sports,North,377.32,4
2024-04-06,Store_B,Food & Beverages,East,1198.46,4
2024-04-06,Store_C,Electronics,East,850.35,2
2024-04-06,Store_C,Clothing,East,573.75,3
2024-04-06,Store_C,Home & Garden,South,505.62,4
2024-04-06,Store_C,Sports,South,203.39,2
2024-04-06,Store_C,Food & Beverages,East,938.95,3
2024-04-07,Store_A,Electronics,North,1508.68,5
2024-04-07,Store_A,Clothing,West,925.06,5
2024-04-07,Store_A,Home & Garden,East,634.23,5
2024-04-07,Store_A,Sports,West,309.28,3
2024-04-07,Store_A,Food & Beverages,North,1542.24,6
2024-04-07,Store_B,Electronics,North,1257.77,4
2024-04-07,Store_B,Clothing,West,651.77,4
2024-04-07,Store_B,Home & Garden,North,497.31,4
2024-04-07,Store_B,Sports,South,446.7,5
2024-04-07,Store_B,Food & Beverages,North,1309.53,5
2024-04-07,Store_C,Electronics,North,946.28,3
2024-04-07,Store_C,Clothing,North,609.85,3
2024-04-07,Store_C,Home & Garden,East,377.11,3
2024-04-07,Store_C,Sports,East,288.94,3
2024-04-07,Store_C,Food & Beverages,North,713.01,2
2024-04-08,Store_A,Electronics,North,2341.43,7
2024-04-08,Store_A,Clothing,North,1269.95,7
2024-04-08,Store_A,Home & Garden,West,624.0,5
2024-04-08,Store_A,Sports,East,459.41,5
2024-04-08,Store_A,Food & Beverages,East,1889.83,7
2024-04-08,Store_B,Electronics,East,1559.51,5
2024-04-08,Store_B,Clothing,North,1096.82,6
2024-04-08,Store_B,Home & Garden,North,706.23,5
2024-04-08,Store_B,Sports,North,404.94,5
2024-04-08,Store_B,Food & Beverages,West,1078.99,4
2024-04-08,Store_C,Electronics,North,1370.63,4
2024-04-08,Store_C,Clothing,North,750.46,4
2024-04-08,Store_C,Home & Garden,West,621.24,5
2024-04-08,Store_C,Sports,East,289.2,3
2024-04-08,Store_C,Food & Beverages,East,1153.14,4
2024-04-09,Store_A,Electronics,West,2292.72,7
2024-04-09,Store_A,Clothing,South,913.72,5
2024-04-09,Store_A,Home & Garden,North,710.92,5
2024-04-09,Store_A,Sports,North,440.78,5
2024-04-09,Store_A,Food & Beverages,East,2155.07,8
2024-04-09,Store_B,Electronics,West,1325.73,4
2024-04-09,Store_B,Clothing,South,875.17,5
2024-04-09,Store_B,Home & Garden,East,848.47,7
2024-04-09,Store_B,Sports,East,365.78,4
2024-04-09,Store_B,Food & Beverages,East,1101.86,4
2024-04-09,Store_C,Electronics,East,1375.63,4
2024-04-09,Store_C,Clothing,East,702.09,4
2024-04-09,Store_C,Home & Garden,West,464.01,3
2024-04-09,Store_C,Sports,North,256.84,3
2024-04-09,Store_C,Food & Beverages,North,949.19,3
2024-04-10,Store_A,Electronics,North,1431.66,4
2024-04-10,Store_A,Clothing,East,988.53,6
2024-04-10,Store_A,Home & Garden,East,561.57,4
2024-04-10,Store_A,Sports,East,521.54,6
2024-04-10,Store_A,Food & Beverages,West,1765.6,7
2024-04-10,Store_B,Electronics,South,2073.2,6
2024-04-10,Store_B,Clothing,South,968.1,6
2024-04-10,Store_B,Home & Garden,North,714.2,5
2024-04-10,Store_B,Sports,North,378.32,4
2024-04-10,Store_B,Food & Beverages,East,1650.44,6
2024-04-10,Store_C,Electronics,East,1163.7,3
2024-04-10,Store_C,Clothing,East,698.64,4
2024-04-10,Store_C,Home & Garden,East,540.69,4
2024-04-10,Store_C,Sports,East,362.22,4
2024-04-10,Store_C,Food & Beverages,East,967.66,4
2024-04-11,Store_A,Electronics,West,2228.36,7
2024-04-11,Store_A,Clothing,South,884.99,5
2024-04-11,Store_A,Home & Garden,East,538.03,4
2024-04-11,Store_A,Sports,South,565.4,7
2024-04-11,Store_A,Food & Beverages,West,1686.45,7
2024-04-11,Store_B,Electronics,South,2012.95,6
2024-04-11,Store_B,Clothing,South,672.5,4
2024-04-11,Store_B,Home & Garden,West,617.14,5
2024-04-11,Store_B,Sports,East,439.66,5
2024-04-11,Store_B,Food & Beverages,South,1157.13,4
2024-04-11,Store_C,Electronics,West,1255.0,4
2024-04-11,Store_C,Clothing,East,840.0,5
2024-04-11,Store_C,Home & Garden,West,535.11,4
2024-04-11,Store_C,Sports,West,383.49,4
2024-04-11,Store_C,Food & Beverages,West,1121.11,4
2024-04-12,Store_A,Electronics,North,2394.35,7
2024-04-12,Store_A,Clothing,West,1103.7,6
2024-04-12,Store_A,Home & Garden,South,806.61,6
2024-04-12,Store_A,Sports,West,543.88,6
2024-04-12,Store_A,Food & Beverages,North,1707.59,7
2024-04-12,Store_B,Electronics,West,1739.34,5
2024-04-12,Store_B,Clothing,North,979.24,6
2024-04-12,Store_B,Home & Garden,South,601.05,5
2024-04-12,Store_B,Sports,West,465.16,5
2024-04-12,Store_B,Food & Beverages,North,1628.33,6
2024-04-12,Store_C,Electronics,North,1431.17,4
2024-04-12,Store_C,Clothing,East,732.31,4
2024-04-12,Store_C,Home & Garden,North,394.91,3
2024-04-12,Store_C,Sports,East,277.86,3
2024-04-12,Store_C,Food & Beverages,South,1212.06,5
2024-04-13,Store_A,Electronics,West,1622.19,5
2024-04-13,Store_A,Clothing,South,865.83,5
2024-04-13,Store_A,Home & Garden,North,624.34,5
2024-04-13,Store_A,Sports,West,493.3,6
2024-04-13,Store_A,Food & Beverages,West,1055.89,4
2024-04-13,Store_B,Electronics,South,1445.07,4
2024-04-13,Store_B,Clothing,East,590.08,3
2024-04-13,Store_B,Home & Garden,West,509.91,4
2024-04-13,Store_B,Sports,East,384.48,4
2024-04-13,Store_B,Food & Beverages,South,1200.65,5
2024-04-13,Store_C,Electronics,North,1377.02,4
2024-04-13,Store_C,Clothing,North,612.66,3
2024-04-13,Store_C,Home & Garden,North,353.2,2
2024-04-13,Store_C,Sports,South,325.05,4
2024-04-13,Store_C,Food & Beverages,North,1108.8,4
2024-04-14,Store_A,Electronics,East,1246.68,4
2024-04-14,Store_A,Clothing,South,990.66,6
2024-04-14,Store_A,Home & Garden,East,798.89,6
2024-04-14,Store_A,Sports,South,459.71,5
2024-04-14,Store_A,Food & Beverages,North,1260.26,5
2024-04-14,Store_B,Electronics,East,1137.06,3
2024-04-14,Store_B,Clothing,West,563.65,3
2024-04-14,Store_B,Home & Garden,West,490.52,4
2024-04-14,Store_B,Sports,West,339.1,4
2024-04-14,Store_B,Food & Beverages,East,1137.78,4
2024-04-14,Store_C,Electronics,North,907.94,3
2024-04-14,Store_C,Clothing,South,682.39,4
2024-04-14,Store_C,Home & Garden,North,450.75,3
2024-04-14,Store_C,Sports,East,238.47,2
2024-04-14,Store_C,Food & Beverages,West,557.85,2
2024-04-15,Store_A,Electronics,East,2946.23,9
2024-04-15,Store_A,Clothing,South,940.99,5
2024-04-15,Store_A,Home & Garden,West,600.47,5
2024-04-15,Store_A,Sports,North,644.4,8
2024-04-15,Store_A,Food & Beverages,East,1877.17,7
2024-04-15,Store_B,Electronics,North,1746.0,5
2024-04-15,Store_B,Clothing,East,1039.37,6
2024-04-15,Store_B,Home & Garden,East,720.93,6
2024-04-15,Store_B,Sports,South,326.48,4
2024-04-15,Store_B,Food & Beverages,East,1533.33,6
2024-04-15,Store_C,Electronics,West,1263.57,4
2024-04-15,Store_C,Clothing,South,871.71,5
2024-04-15,Store_C,Home & Garden,East,559.98,4
2024-04-15,Store_C,Sports,North,334.31,4
2024-04-15,Store_C,Food & Beverages,East,701.69,2
2024-04-16,Store_A,Electronics,East,2479.53,8
2024-04-16,Store_A,Clothing,East,1132.11,7
2024-04-16,Store_A,Home & Garden,East,770.46,6
2024-04-16,Store_A,Sports,South,440.57,5
2024-04-16,Store_A,Food & Beverages,South,1336.62,5
2024-04-16,Store_B,Electronics,West,1541.89,5
2024-04-16,Store_B,Clothing,South,874.88,5
2024-04-16,Store_B,Home & Garden,East,782.9,6
2024-04-16,Store_B,Sports,North,441.63,5
2024-04-16,Store_B,Food & Beverages,North,1356.91,5
2024-04-16,Store_C,Electronics,South,918.5,3
2024-04-16,Store_C,Clothing,South,728.56,4
2024-04-16,Store_C,Home & Garden,West,466.23,3
2024-04-16,Store_C,Sports,South,400.59,5
2024-04-16,Store_C,Food & Beverages,South,824.74,3
2024-04-17,Store_A,Electronics,West,2729.95,9
2024-04-17,Store_A,Clothing,South,1160.9,7
2024-04-17,Store_A,Home & Garden,East,995.57,8
2024-04-17,Store_A,Sports,South,465.86,5
2024-04-17,Store_A,Food & Beverages,South,1292.68,5
2024-04-17,Store_B,Electronics,South,1598.15,5
2024-04-17,Store_B,Clothing,East,655.82,4
2024-04-17,Store_B,Home & Garden,North,530.79,4
2024-04-17,Store_B,Sports,North,377.08,4
2024-04-17,Store_B,Food & Beverages,East,1045.48,4
2024-04-17,Store_C,Electronics,South,1384.6,4
2024-04-17,Store_C,Clothing,North,800.26,5
2024-04-17,Store_C,Home & Garden,South,491.24,4
2024-04-17,Store_C,Sports,East,242.67,3
2024-04-17,Store_C,Food & Beverages,North,1120.63,4
2024-04-18,Store_A,Electronics,West,2073.14,6
2024-04-18,Store_A,Clothing,East,1017.69,6
2024-04-18,Store_A,Home & Garden,North,710.0,5
2024-04-18,Store_A,Sports,North,635.25,7
2024-04-18,Store_A,Food & Beverages,South,1230.29,5
2024-04-18,Store_B,Electronics,North,1340.84,4
2024-04-18,Store_B,Clothing,West,824.19,5
2024-04-18,Store_B,Home & Garden,East,691.69,5
2024-04-18,Store_B,Sports,South,489.7,6
2024-04-18,Store_B,Food & Beverages,South,1030.98,4
2024-04-18,Store_C,Electronics,South,1498.6,4
2024-04-18,Store_C,Clothing,North,637.27,3
2024-04-18,Store_C,Home & Garden,North,605.37,5
2024-04-18,Store_C,Sports,West,393.24,4
2024-04-18,Store_C,Food & Beverages,East,654.48,2
2024-04-19,Store_A,Electronics,North,2501.58,8
2024-04-19,Store_A,Clothing,North,1460.01,9
2024-04-19,Store_A,Home & Garden,East,987.85,8
2024-04-19,Store_A,Sports,South,502.26,6
2024-04-19,Store_A,Food & Beverages,North,2161.16,9
2024-04-19,Store_B,Electronics,East,1429.83,4
2024-04-19,Store_B,Clothing,West,972.19,6
2024-04-19,Store_B,Home & Garden,South,688.85,5
2024-04-19,Store_B,Sports,North,479.6,5
2024-04-19,Store_B,Food & Beverages,West,1717.91,7
2024-04-19,Store_C,Electronics,West,1327.71,4
2024-04-19,Store_C,Clothing,North,495.8,3
2024-04-19,Store_C,Home & Garden,North,466.0,3
2024-04-19,Store_C,Sports,West,338.54,4
2024-04-19,Store_C,Food & Beverages,East,1022.45,4
2024-04-20,Store_A,Electronics,West,1560.24,5
2024-04-20,Store_A,Clothing,West,1136.86,7
2024-04-20,Store_A,Home & Garden,East,811.93,6
2024-04-20,Store_A,Sports,West,386.96,4
2024-04-20,Store_A,Food & Beverages,East,1556.44,6
2024-04-20,Store_B,Electronics,South,1191.71,3
2024-04-20,Store_B,Clothing,South,697.55,4
2024-04-20,Store_B,Home & Garden,South,395.22,3
2024-04-20,Store_B,Sports,South,357.95,4
2024-04-20,Store_B,Food & Beverages,West,1187.66,4
2024-04-20,Store_C,Electronics,North,1178.25,3
2024-04-20,Store_C,Clothing,West,789.54,4
2024-04-20,Store_C,Home & Garden,West,363.81,3
2024-04-20,Store_C,Sports,West,275.42,3
2024-04-20,Store_C,Food & Beverages,East,740.83,3
2024-04-21,Store_A,Electronics,North,1927.1,6
2024-04-21,Store_A,Clothing,South,956.82,5
2024-04-21,Store_A,Home & Garden,West,670.57,5
2024-04-21,Store_A,Sports,South,445.62,5
2024-04-21,Store_A,Food & Beverages,West,1591.36,6
2024-04-21,Store_B,Electronics,North,1558.17,5
2024-04-21,Store_B,Clothing,North,860.36,5
2024-04-21,Store_B,Home & Garden,North,547.1,4
2024-04-21,Store_B,Sports,East,380.59,4
2024-04-21,Store_B,Food & Beverages,South,1184.53,4
2024-04-21,Store_C,Electronics,South,1352.31,4
2024-04-21,Store_C,Clothing,West,618.42,3
2024-04-21,Store_C,Home & Garden,South,592.13,4
2024-04-21,Store_C,Sports,North,265.45,3
2024-04-21,Store_C,Food & Beverages,South,736.56,3
2024-04-22,Store_A,Electronics,West,1766.17,5
2024-04-22,Store_A,Clothing,North,1058.29,6
2024-04-22,Store_A,Home & Garden,North,822.78,6
2024-04-22,Store_A,Sports,South,601.28,7
2024-04-22,Store_A,Food & Beverages,West,1632.43,6
2024-04-22,Store_B,Electronics,East,1783.22,5
2024-04-22,Store_B,Clothing,South,1104.85,6
2024-04-22,Store_B,Home & Garden,South,586.67,4
2024-04-22,Store_B,Sports,South,407.49,5
2024-04-22,Store_B,Food & Beverages,North,1474.43,6
2024-04-22,Store_C,Electronics,South,1102.68,3
2024-04-22,Store_C,Clothing,South,766.67,4
2024-04-22,Store_C,Home & Garden,South,494.23,4
2024-04-22,Store_C,Sports,West,361.81,4
2024-04-22,Store_C,Food & Beverages,North,1085.86,4
2024-04-23,Store_A,Electronics,North,1613.55,5
2024-04-23,Store_A,Clothing,South,1149.9,7
2024-04-23,Store_A,Home & Garden,East,940.96,7
2024-04-23,Store_A,Sports,North,604.19,7
2024-04-23,Store_A,Food & Beverages,West,1910.25,7
2024-04-23,Store_B,Electronics,South,1665.31,5
2024-04-23,Store_B,Clothing,North,866.75,5
2024-04-23,Store_B,Home & Garden,West,670.56,5
2024-04-23,Store_B,Sports,North,472.42,5
2024-04-23,Store_B,Food & Beverages,East,1054.01,4
2024-04-23,Store_C,Electronics,South,1514.52,5
2024-04-23,Store_C,Clothing,South,669.74,4
2024-04-23,Store_C,Home & Garden,West,469.67,3
2024-04-23,Store_C,Sports,West,376.62,4
2024-04-23,Store_C,Food & Beverages,North,979.27,4
2024-04-24,Store_A,Electronics,East,1957.81,6
2024-04-24,Store_A,Clothing,West,1311.1,8
2024-04-24,Store_A,Home & Garden,South,838.72,6
2024-04-24,Store_A,Sports,East,661.1,8
2024-04-24,Store_A,Food & Beverages,East,1618.48,6
2024-04-24,Store_B,Electronics,South,1456.18,4
2024-04-24,Store_B,Clothing,West,970.95,6
2024-04-24,Store_B,Home & Garden,East,838.97,6
2024-04-24,Store_B,Sports,West,476.52,5
2024-04-24,Store_B,Food & Beverages,North,1201.66,5
2024-04-24,Store_C,Electronics,West,1238.09,4
2024-04-24,Store_C,Clothing,South,808.36,5
2024-04-24,Store_C,Home & Garden,West,455.46,3
2024-04-24,Store_C,Sports,East,383.45,4
2024-04-24,Store_C,Food & Beverages,East,959.7,3
2024-04-25,Store_A,Electronics,South,1937.82,6
2024-04-25,Store_A,Clothing,West,1138.19,7
2024-04-25,Store_A,Home & Garden,South,641.83,5
2024-04-25,Store_A,Sports,East,498.73,6
2024-04-25,Store_A,Food & Beverages,South,1492.86,6
2024-04-25,Store_B,Electronics,South,1616.63,5
2024-04-25,Store_B,Clothing,North,768.0,4
2024-04-25,Store_B,Home & Garden,West,665.05,5
2024-04-25,Store_B,Sports,North,364.43,4
2024-04-25,Store_B,Food & Beverages,West,1398.22,5
2024-04-25,Store_C,Electronics,West,1321.59,4
2024-04-25,Store_C,Clothing,North,650.11,4
2024-04-25,Store_C,Home & Garden,East,504.9,4
2024-04-25,Store_C,Sports,South,331.05,4
2024-04-25,Store_C,Food & Beverages,South,975.14,4
2024-04-26,Store_A,Electronics,East,1718.85,5
2024-04-26,Store_A,Clothing,West,1156.03,7
2024-04-26,Store_A,Home & Garden,South,861.6,7
2024-04-26,Store_A,Sports,West,711.07,8
2024-04-26,Store_A,Food & Beverages,North,1840.95,7
2024-04-26,Store_B,Electronics,East,1665.14,5
2024-04-26,Store_B,Clothing,North,820.08,5
2024-04-26,Store_B,Home & Garden,South,731.89,6
2024-04-26,Store_B,Sports,South,299.17,3
2024-04-26,Store_B,Food & Beverages,West,1264.36,5
2024-04-26,Store_C,Electronics,West,1193.63,3
2024-04-26,Store_C,Clothing,North,710.46,4
2024-04-26,Store_C,Home & Garden,North,521.95,4
2024-04-26,Store_C,Sports,West,385.6,4
2024-04-26,Store_C,Food & Beverages,West,1190.19,4
2024-04-27,Store_A,Electronics,North,2071.98,6
2024-04-27,Store_A,Clothing,North,1106.2,6
2024-04-27,Store_A,Home & Garden,West,463.88,3
2024-04-27,Store_A,Sports,West,484.31,6
2024-04-27,Store_A,Food & Beverages,East,1486.68,6
2024-04-27,Store_B,Electronics,West,976.87,3
2024-04-27,Store_B,Clothing,West,626.61,3
2024-04-27,Store_B,Home & Garden,East,451.4,3
2024-04-27,Store_B,Sports,South,377.74,4
2024-04-27,Store_B,Food & Beverages,East,1278.5,5
2024-04-27,Store_C,Electronics,North,997.24,3
2024-04-27,Store_C,Clothing,North,666.07,4
2024-04-27,Store_C,Home & Garden,South,473.29,3
2024-04-27,Store_C,Sports,South,252.31,3
2024-04-27,Store_C,Food & Beverages,East,806.84,3
2024-04-28,Store_A,Electronics,South,1658.93,5
2024-04-28,Store_A,Clothing,East,929.21,5
2024-04-28,Store_A,Home & Garden,North,679.79,5
2024-04-28,Store_A,Sports,East,423.55,5
2024-04-28,Store_A,Food & Beverages,South,1776.18,7
2024-04-28,Store_B,Electronics,West,1437.02,4
2024-04-28,Store_B,Clothing,South,722.05,4
2024-04-28,Store_B,Home & Garden,North,522.24,4
2024-04-28,Store_B,Sports,North,496.05,6
2024-04-28,Store_B,Food & Beverages,East,943.51,3
2024-04-28,Store_C,Electronics,East,1231.99,4
2024-04-28,Store_C,Clothing,East,459.55,2
2024-04-28,Store_C,Home & Garden,North,389.26,3
2024-04-28,Store_C,Sports,West,360.4,4
2024-04-28,Store_C,Food & Beverages,South,840.29,3
2024-04-29,Store_A,Electronics,West,2244.22,7
2024-04-29,Store_A,Clothing,North,949.24,5
2024-04-29,Store_A,Home & Garden,South,849.24,7
2024-04-29,Store_A,Sports,North,487.62,6
2024-04-29,Store_A,Food & Beverages,West,1501.53,6
2024-04-29,Store_B,Electronics,West,1707.57,5
2024-04-29,Store_B,Clothing,North,903.96,5
2024-04-29,Store_B,Home & Garden,East,660.26,5
2024-04-29,Store_B,Sports,North,437.96,5
2024-04-29,Store_B,Food & Beverages,South,1343.87,5
2024-04-29,Store_C,Electronics,East,1674.12,5
2024-04-29,Store_C,Clothing,West,561.7,3
2024-04-29,Store_C,Home & Garden,North,588.32,4
2024-04-29,Store_C,Sports,East,328.35,4
2024-04-29,Store_C,Food & Beverages,West,919.73,3
2024-04-30,Store_A,Electronics,West,2001.67,6
2024-04-30,Store_A,Clothing,South,997.58,6
2024-04-30,Store_A,Home & Garden,West,885.61,7
2024-04-30,Store_A,Sports,North,589.44,7
2024-04-30,Store_A,Food & Beverages,West,1539.84,6
2024-04-30,Store_B,Electronics,West,1294.22,4
2024-04-30,Store_B,Clothing,South,917.47,5
2024-04-30,Store_B,Home & Garden,South,654.96,5
2024-04-30,Store_B,Sports,South,477.16,5
2024-04-30,Store_B,Food & Beverages,South,1401.52,5
2024-04-30,Store_C,Electronics,West,1265.87,4
2024-04-30,Store_C,Clothing,East,727.07,4
2024-04-30,Store_C,Home & Garden,North,643.82,5
2024-04-30,Store_C,Sports,North,348.04,4
2024-04-30,Store_C,Food & Beverages,West,864.76,3
2024-05-01,Store_A,Electronics,West,2600.97,8
2024-05-01,Store_A,Clothing,East,1137.5,7
2024-05-01,Store_A,Home & Garden,West,812.71,6
2024-05-01,Store_A,Sports,South,498.59,6
2024-05-01,Store_A,Food & Beverages,East,1269.37,5
2024-05-01,Store_B,Electronics,South,1785.16,5
2024-05-01,Store_B,Clothing,East,1004.74,6
2024-05-01,Store_B,Home & Garden,North,700.96,5
2024-05-01,Store_B,Sports,West,540.56,6
2024-05-01,Store_B,Food & Beverages,North,1188.73,4
2024-05-01,Store_C,Electronics,East,1265.0,4
2024-05-01,Store_C,Clothing,East,833.4,5
2024-05-01,Store_C,Home & Garden,North,428.7,3
2024-05-01,Store_C,Sports,West,363.44,4
2024-05-01,Store_C,Food & Beverages,West,1468.09,6
2024-05-02,Store_A,Electronics,West,2566.4,8
2024-05-02,Store_A,Clothing,West,890.66,5
2024-05-02,Store_A,Home & Garden,West,978.0,8
2024-05-02,Store_A,Sports,West,667.59,8
2024-05-02,Store_A,Food & Beverages,East,1717.23,7
2024-05-02,Store_B,Electronics,West,1561.28,5
2024-05-02,Store_B,Clothing,South,853.89,5
2024-05-02,Store_B,Home & Garden,West,458.82,3
2024-05-02,Store_B,Sports,West,533.45,6
2024-05-02,Store_B,Food & Beverages,South,784.11,3
2024-05-02,Store_C,Electronics,West,1226.81,4
2024-05-02,Store_C,Clothing,South,674.92,4
2024-05-02,Store_C,Home & Garden,West,605.42,5
2024-05-02,Store_C,Sports,South,294.92,3
2024-05-02,Store_C,Food & Beverages,South,964.87,4
2024-05-03,Store_A,Electronics,East,2320.06,7
2024-05-03,Store_A,Clothing,South,1093.39,6
2024-05-03,Store_A,Home & Garden,North,1087.0,9
2024-05-03,Store_A,Sports,West,645.86,8
2024-05-03,Store_A,Food & Beverages,North,1277.35,5
2024-05-03,Store_B,Electronics,West,1800.81,6
2024-05-03,Store_B,Clothing,South,778.49,4
2024-05-03,Store_B,Home & Garden,East,738.69,6
2024-05-03,Store_B,Sports,West,478.64,5
2024-05-03,Store_B,Food & Beverages,South,872.82,3
2024-05-03,Store_C,Electronics,East,1537.02,5
2024-05-03,Store_C,Clothing,North,848.08,5
2024-05-03,Store_C,Home & Garden,South,515.23,4
2024-05-03,Store_C,Sports,West,366.15,4
2024-05-03,Store_C,Food & Beverages,West,1037.38,4
